"GO.ID","Term_full","Ontology","Annotated","Significant","Expected","PValue","Gene_IDs","Gene_symbols","Algorithm","PValue_FDR"
"GO:0048522",NA,"BP",396,0,2.28,1,"","","classic",1
"GO:0048534","hematopoietic or lymphoid organ development","BP",10,0,0.06,1,"","","classic",1
"GO:0048538","thymus development","BP",9,0,0.05,1,"","","classic",1
"GO:0048546","digestive tract morphogenesis","BP",22,0,0.13,1,"","","classic",1
"GO:0048570","notochord morphogenesis","BP",12,0,0.07,1,"","","classic",1
"GO:0048583",NA,"BP",538,0,3.1,1,"","","classic",1
"GO:0048584",NA,"BP",175,0,1.01,1,"","","classic",1
"GO:0048585",NA,"BP",165,0,0.95,1,"","","classic",1
"GO:0048588","developmental cell growth","BP",61,0,0.35,1,"","","classic",1
"GO:0048589","developmental growth","BP",205,0,1.18,1,"","","classic",1
"GO:0048599","oocyte development","BP",16,0,0.09,1,"","","classic",1
"GO:0048608",NA,"BP",11,0,0.06,1,"","","classic",1
"GO:0048609",NA,"BP",74,0,0.43,1,"","","classic",1
"GO:0048634","regulation of muscle organ development","BP",6,0,0.03,1,"","","classic",1
"GO:0048638",NA,"BP",40,0,0.23,1,"","","classic",1
"GO:0048639","positive regulation of developmental growth","BP",5,0,0.03,1,"","","classic",1
"GO:0048644","muscle organ morphogenesis","BP",20,0,0.12,1,"","","classic",1
"GO:0048645",NA,"BP",31,0,0.18,1,"","","classic",1
"GO:0048663","neuron fate commitment","BP",26,0,0.15,1,"","","classic",1
"GO:0048665","neuron fate specification","BP",18,0,0.1,1,"","","classic",1
"GO:0048668","collateral sprouting","BP",9,0,0.05,1,"","","classic",1
"GO:0048669",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0048670","regulation of collateral sprouting","BP",7,0,0.04,1,"","","classic",1
"GO:0048675","axon extension","BP",50,0,0.29,1,"","","classic",1
"GO:0048678","response to axon injury","BP",20,0,0.12,1,"","","classic",1
"GO:0048679","regulation of axon regeneration","BP",7,0,0.04,1,"","","classic",1
"GO:0048696","regulation of collateral sprouting in absence of injury","BP",6,0,0.03,1,"","","classic",1
"GO:0048701","embryonic cranial skeleton morphogenesis","BP",120,0,0.69,1,"","","classic",1
"GO:0048702","embryonic neurocranium morphogenesis","BP",15,0,0.09,1,"","","classic",1
"GO:0048703","embryonic viscerocranium morphogenesis","BP",77,0,0.44,1,"","","classic",1
"GO:0048704",NA,"BP",121,0,0.7,1,"","","classic",1
"GO:0048705","skeletal system morphogenesis","BP",134,0,0.77,1,"","","classic",1
"GO:0048706","embryonic skeletal system development","BP",133,0,0.77,1,"","","classic",1
"GO:0048736",NA,"BP",69,0,0.4,1,"","","classic",1
"GO:0048738","cardiac muscle tissue development","BP",64,0,0.37,1,"","","classic",1
"GO:0048741","skeletal muscle fiber development","BP",39,0,0.22,1,"","","classic",1
"GO:0048752","semicircular canal morphogenesis","BP",9,0,0.05,1,"","","classic",1
"GO:0048753",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0048754",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0048762",NA,"BP",90,0,0.52,1,"","","classic",1
"GO:0048771",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0048794","swim bladder development","BP",13,0,0.07,1,"","","classic",1
"GO:0048799",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0048813","dendrite morphogenesis","BP",7,0,0.04,1,"","","classic",1
"GO:0048821","erythrocyte development","BP",28,0,0.16,1,"","","classic",1
"GO:0048839","inner ear development","BP",107,0,0.62,1,"","","classic",1
"GO:0048840","otolith development","BP",31,0,0.18,1,"","","classic",1
"GO:0048841","regulation of axon extension involved in axon guidance","BP",8,0,0.05,1,"","","classic",1
"GO:0048844","artery morphogenesis","BP",11,0,0.06,1,"","","classic",1
"GO:0048845","venous blood vessel morphogenesis","BP",5,0,0.03,1,"","","classic",1
"GO:0048846","axon extension involved in axon guidance","BP",13,0,0.07,1,"","","classic",1
"GO:0048854","brain morphogenesis","BP",18,0,0.1,1,"","","classic",1
"GO:0048857",NA,"BP",19,0,0.11,1,"","","classic",1
"GO:0048859","formation of anatomical boundary","BP",8,0,0.05,1,"","","classic",1
"GO:0048863","stem cell differentiation","BP",129,0,0.74,1,"","","classic",1
"GO:0048864",NA,"BP",71,0,0.41,1,"","","classic",1
"GO:0048871","multicellular organismal homeostasis","BP",132,0,0.76,1,"","","classic",1
"GO:0048872",NA,"BP",90,0,0.52,1,"","","classic",1
"GO:0048881","mechanosensory lateral line system development","BP",58,0,0.33,1,"","","classic",1
"GO:0048882","lateral line development","BP",81,0,0.47,1,"","","classic",1
"GO:0048883","neuromast primordium migration","BP",20,0,0.12,1,"","","classic",1
"GO:0048884","neuromast development","BP",60,0,0.35,1,"","","classic",1
"GO:0048885","neuromast deposition","BP",14,0,0.08,1,"","","classic",1
"GO:0048886","neuromast hair cell differentiation","BP",20,0,0.12,1,"","","classic",1
"GO:0048892",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0048895",NA,"BP",9,0,0.05,1,"","","classic",1
"GO:0048897",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0048898",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0048899","anterior lateral line development","BP",6,0,0.03,1,"","","classic",1
"GO:0048915","posterior lateral line system development","BP",56,0,0.32,1,"","","classic",1
"GO:0048916","posterior lateral line development","BP",47,0,0.27,1,"","","classic",1
"GO:0048918","posterior lateral line nerve development","BP",9,0,0.05,1,"","","classic",1
"GO:0048919","posterior lateral line neuromast development","BP",29,0,0.17,1,"","","classic",1
"GO:0048920","posterior lateral line neuromast primordium migration","BP",19,0,0.11,1,"","","classic",1
"GO:0048922","posterior lateral line neuromast deposition","BP",10,0,0.06,1,"","","classic",1
"GO:0048923","posterior lateral line neuromast hair cell differentiation","BP",13,0,0.07,1,"","","classic",1
"GO:0048925","lateral line system development","BP",91,0,0.52,1,"","","classic",1
"GO:0048931",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0048932","myelination of posterior lateral line nerve axons","BP",8,0,0.05,1,"","","classic",1
"GO:0048934",NA,"BP",15,0,0.09,1,"","","classic",1
"GO:0048935","peripheral nervous system neuron development","BP",15,0,0.09,1,"","","classic",1
"GO:0048936","peripheral nervous system neuron axonogenesis","BP",8,0,0.05,1,"","","classic",1
"GO:0048937","lateral line nerve glial cell development","BP",9,0,0.05,1,"","","classic",1
"GO:0048938",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0048941",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0048942",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0050000",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0050482","arachidonic acid secretion","BP",13,0,0.07,1,"","","classic",1
"GO:0050650","chondroitin sulfate proteoglycan biosynthetic process","BP",5,0,0.03,1,"","","classic",1
"GO:0050654","chondroitin sulfate proteoglycan metabolic process","BP",6,0,0.03,1,"","","classic",1
"GO:0050657",NA,"BP",16,0,0.09,1,"","","classic",1
"GO:0050658",NA,"BP",16,0,0.09,1,"","","classic",1
"GO:0050673","epithelial cell proliferation","BP",24,0,0.14,1,"","","classic",1
"GO:0050678","regulation of epithelial cell proliferation","BP",6,0,0.03,1,"","","classic",1
"GO:0050684","regulation of mRNA processing","BP",13,0,0.07,1,"","","classic",1
"GO:0050688","regulation of defense response to virus","BP",6,0,0.03,1,"","","classic",1
"GO:0050708","regulation of protein secretion","BP",10,0,0.06,1,"","","classic",1
"GO:0050727","regulation of inflammatory response","BP",16,0,0.09,1,"","","classic",1
"GO:0050767","regulation of neurogenesis","BP",43,0,0.25,1,"","","classic",1
"GO:0050768","negative regulation of neurogenesis","BP",12,0,0.07,1,"","","classic",1
"GO:0050769","positive regulation of neurogenesis","BP",20,0,0.12,1,"","","classic",1
"GO:0050770",NA,"BP",15,0,0.09,1,"","","classic",1
"GO:0050772","positive regulation of axonogenesis","BP",6,0,0.03,1,"","","classic",1
"GO:0050776","regulation of immune response","BP",78,0,0.45,1,"","","classic",1
"GO:0050778",NA,"BP",68,0,0.39,1,"","","classic",1
"GO:0050779",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0050790","regulation of catalytic activity","BP",140,0,0.81,1,"","","classic",1
"GO:0050796","regulation of insulin secretion","BP",8,0,0.05,1,"","","classic",1
"GO:0050803","regulation of synapse structure or activity","BP",18,0,0.1,1,"","","classic",1
"GO:0050804","modulation of chemical synaptic transmission","BP",23,0,0.13,1,"","","classic",1
"GO:0050807",NA,"BP",15,0,0.09,1,"","","classic",1
"GO:0050808","synapse organization","BP",52,0,0.3,1,"","","classic",1
"GO:0050818",NA,"BP",12,0,0.07,1,"","","classic",1
"GO:0050819","negative regulation of coagulation","BP",7,0,0.04,1,"","","classic",1
"GO:0050851",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0050863",NA,"BP",9,0,0.05,1,"","","classic",1
"GO:0050865",NA,"BP",11,0,0.06,1,"","","classic",1
"GO:0050879",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0050881","musculoskeletal movement","BP",7,0,0.04,1,"","","classic",1
"GO:0050885","neuromuscular process controlling balance","BP",6,0,0.03,1,"","","classic",1
"GO:0050890",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0050905","neuromuscular process","BP",19,0,0.11,1,"","","classic",1
"GO:0050906","detection of stimulus involved in sensory perception","BP",23,0,0.13,1,"","","classic",1
"GO:0050908","detection of light stimulus involved in visual perception","BP",7,0,0.04,1,"","","classic",1
"GO:0050909","sensory perception of taste","BP",7,0,0.04,1,"","","classic",1
"GO:0050910","detection of mechanical stimulus involved in sensory perception of sound","BP",5,0,0.03,1,"","","classic",1
"GO:0050920",NA,"BP",14,0,0.08,1,"","","classic",1
"GO:0050931","pigment cell differentiation","BP",43,0,0.25,1,"","","classic",1
"GO:0050935","iridophore differentiation","BP",11,0,0.06,1,"","","classic",1
"GO:0050936","xanthophore differentiation","BP",6,0,0.03,1,"","","classic",1
"GO:0050953","sensory perception of light stimulus","BP",93,0,0.54,1,"","","classic",1
"GO:0050954",NA,"BP",45,0,0.26,1,"","","classic",1
"GO:0050962",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0050974","detection of mechanical stimulus involved in sensory perception","BP",12,0,0.07,1,"","","classic",1
"GO:0050975","sensory perception of touch","BP",5,0,0.03,1,"","","classic",1
"GO:0050982",NA,"BP",12,0,0.07,1,"","","classic",1
"GO:0050994","regulation of lipid catabolic process","BP",8,0,0.05,1,"","","classic",1
"GO:0051017","actin filament bundle assembly","BP",24,0,0.14,1,"","","classic",1
"GO:0051028","mRNA transport","BP",13,0,0.07,1,"","","classic",1
"GO:0051046",NA,"BP",28,0,0.16,1,"","","classic",1
"GO:0051047",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0051049",NA,"BP",74,0,0.43,1,"","","classic",1
"GO:0051050",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0051051",NA,"BP",9,0,0.05,1,"","","classic",1
"GO:0051052",NA,"BP",17,0,0.1,1,"","","classic",1
"GO:0051054",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0051056","regulation of small GTPase mediated signal transduction","BP",68,0,0.39,1,"","","classic",1
"GO:0051058",NA,"BP",9,0,0.05,1,"","","classic",1
"GO:0051090",NA,"BP",22,0,0.13,1,"","","classic",1
"GO:0051091","positive regulation of DNA-binding transcription factor activity","BP",16,0,0.09,1,"","","classic",1
"GO:0051093",NA,"BP",75,0,0.43,1,"","","classic",1
"GO:0051094",NA,"BP",72,0,0.41,1,"","","classic",1
"GO:0051098",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0051125",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0051130",NA,"BP",31,0,0.18,1,"","","classic",1
"GO:0051147",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0051153",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0051168","nuclear export","BP",17,0,0.1,1,"","","classic",1
"GO:0051169","nuclear transport","BP",41,0,0.24,1,"","","classic",1
"GO:0051170",NA,"BP",16,0,0.09,1,"","","classic",1
"GO:0051180","vitamin transport","BP",12,0,0.07,1,"","","classic",1
"GO:0051189",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0051208",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0051209","release of sequestered calcium ion into cytosol","BP",5,0,0.03,1,"","","classic",1
"GO:0051216","cartilage development","BP",97,0,0.56,1,"","","classic",1
"GO:0051222",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0051223",NA,"BP",13,0,0.07,1,"","","classic",1
"GO:0051225","spindle assembly","BP",16,0,0.09,1,"","","classic",1
"GO:0051235",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0051236",NA,"BP",16,0,0.09,1,"","","classic",1
"GO:0051240",NA,"BP",67,0,0.39,1,"","","classic",1
"GO:0051241",NA,"BP",64,0,0.37,1,"","","classic",1
"GO:0051247",NA,"BP",21,0,0.12,1,"","","classic",1
"GO:0051248",NA,"BP",36,0,0.21,1,"","","classic",1
"GO:0051249",NA,"BP",9,0,0.05,1,"","","classic",1
"GO:0051254",NA,"BP",130,0,0.75,1,"","","classic",1
"GO:0051259","protein complex oligomerization","BP",94,0,0.54,1,"","","classic",1
"GO:0051260","protein homooligomerization","BP",77,0,0.44,1,"","","classic",1
"GO:0051262","protein tetramerization","BP",20,0,0.12,1,"","","classic",1
"GO:0051276","chromosome organization","BP",88,0,0.51,1,"","","classic",1
"GO:0051282",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0051283",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0051289","protein homotetramerization","BP",7,0,0.04,1,"","","classic",1
"GO:0051293",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0051294",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0051298","centrosome duplication","BP",10,0,0.06,1,"","","classic",1
"GO:0051301","cell division","BP",54,0,0.31,1,"","","classic",1
"GO:0051302","regulation of cell division","BP",15,0,0.09,1,"","","classic",1
"GO:0051303",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0051304","chromosome separation","BP",12,0,0.07,1,"","","classic",1
"GO:0051306",NA,"BP",11,0,0.06,1,"","","classic",1
"GO:0051310",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0051321","meiotic cell cycle","BP",23,0,0.13,1,"","","classic",1
"GO:0051336",NA,"BP",85,0,0.49,1,"","","classic",1
"GO:0051338",NA,"BP",38,0,0.22,1,"","","classic",1
"GO:0051345",NA,"BP",46,0,0.26,1,"","","classic",1
"GO:0051346",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0051347",NA,"BP",13,0,0.07,1,"","","classic",1
"GO:0051348",NA,"BP",9,0,0.05,1,"","","classic",1
"GO:0051350",NA,"BP",9,0,0.05,1,"","","classic",1
"GO:0051382","kinetochore assembly","BP",6,0,0.03,1,"","","classic",1
"GO:0051383",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0051402","neuron apoptotic process","BP",22,0,0.13,1,"","","classic",1
"GO:0051492","regulation of stress fiber assembly","BP",7,0,0.04,1,"","","classic",1
"GO:0051495",NA,"BP",9,0,0.05,1,"","","classic",1
"GO:0051560","mitochondrial calcium ion homeostasis","BP",6,0,0.03,1,"","","classic",1
"GO:0051597","response to methylmercury","BP",6,0,0.03,1,"","","classic",1
"GO:0051606",NA,"BP",47,0,0.27,1,"","","classic",1
"GO:0051643",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0051646",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0051651",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0051653",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0051694","pointed-end actin filament capping","BP",6,0,0.03,1,"","","classic",1
"GO:0051715","cytolysis in another organism","BP",5,0,0.03,1,"","","classic",1
"GO:0051783",NA,"BP",19,0,0.11,1,"","","classic",1
"GO:0051784",NA,"BP",14,0,0.08,1,"","","classic",1
"GO:0051875","pigment granule localization","BP",26,0,0.15,1,"","","classic",1
"GO:0051877","pigment granule aggregation in cell center","BP",5,0,0.03,1,"","","classic",1
"GO:0051896","regulation of protein kinase B signaling","BP",5,0,0.03,1,"","","classic",1
"GO:0051904",NA,"BP",19,0,0.11,1,"","","classic",1
"GO:0051905",NA,"BP",24,0,0.14,1,"","","classic",1
"GO:0051924","regulation of calcium ion transport","BP",12,0,0.07,1,"","","classic",1
"GO:0051926",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0051960","regulation of nervous system development","BP",46,0,0.26,1,"","","classic",1
"GO:0051961",NA,"BP",12,0,0.07,1,"","","classic",1
"GO:0051962",NA,"BP",20,0,0.12,1,"","","classic",1
"GO:0051963","regulation of synapse assembly","BP",10,0,0.06,1,"","","classic",1
"GO:0051983",NA,"BP",14,0,0.08,1,"","","classic",1
"GO:0051985",NA,"BP",11,0,0.06,1,"","","classic",1
"GO:0052547",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0052646",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0052652",NA,"BP",25,0,0.14,1,"","","classic",1
"GO:0055003","cardiac myofibril assembly","BP",9,0,0.05,1,"","","classic",1
"GO:0055006",NA,"BP",20,0,0.12,1,"","","classic",1
"GO:0055007","cardiac muscle cell differentiation","BP",28,0,0.16,1,"","","classic",1
"GO:0055008","cardiac muscle tissue morphogenesis","BP",15,0,0.09,1,"","","classic",1
"GO:0055010","ventricular cardiac muscle tissue morphogenesis","BP",8,0,0.05,1,"","","classic",1
"GO:0055011","atrial cardiac muscle cell differentiation","BP",5,0,0.03,1,"","","classic",1
"GO:0055012","ventricular cardiac muscle cell differentiation","BP",6,0,0.03,1,"","","classic",1
"GO:0055013","cardiac muscle cell development","BP",17,0,0.1,1,"","","classic",1
"GO:0055015","ventricular cardiac muscle cell development","BP",5,0,0.03,1,"","","classic",1
"GO:0055017",NA,"BP",13,0,0.07,1,"","","classic",1
"GO:0055081","anion homeostasis","BP",5,0,0.03,1,"","","classic",1
"GO:0055088","lipid homeostasis","BP",14,0,0.08,1,"","","classic",1
"GO:0055092",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0055113","epiboly involved in gastrulation with mouth forming second","BP",38,0,0.22,1,"","","classic",1
"GO:0055117","regulation of cardiac muscle contraction","BP",6,0,0.03,1,"","","classic",1
"GO:0060021","roof of mouth development","BP",6,0,0.03,1,"","","classic",1
"GO:0060026","convergent extension","BP",105,0,0.6,1,"","","classic",1
"GO:0060027","convergent extension involved in gastrulation","BP",59,0,0.34,1,"","","classic",1
"GO:0060028","convergent extension involved in axis elongation","BP",26,0,0.15,1,"","","classic",1
"GO:0060029","convergent extension involved in organogenesis","BP",17,0,0.1,1,"","","classic",1
"GO:0060030","dorsal convergence","BP",12,0,0.07,1,"","","classic",1
"GO:0060034","notochord cell differentiation","BP",14,0,0.08,1,"","","classic",1
"GO:0060035","notochord cell development","BP",7,0,0.04,1,"","","classic",1
"GO:0060036","notochord cell vacuolation","BP",6,0,0.03,1,"","","classic",1
"GO:0060037","pharyngeal system development","BP",18,0,0.1,1,"","","classic",1
"GO:0060038","cardiac muscle cell proliferation","BP",11,0,0.06,1,"","","classic",1
"GO:0060041","retina development in camera-type eye","BP",153,0,0.88,1,"","","classic",1
"GO:0060042","retina morphogenesis in camera-type eye","BP",79,0,0.45,1,"","","classic",1
"GO:0060047","heart contraction","BP",81,0,0.47,1,"","","classic",1
"GO:0060048","cardiac muscle contraction","BP",12,0,0.07,1,"","","classic",1
"GO:0060059","embryonic retina morphogenesis in camera-type eye","BP",23,0,0.13,1,"","","classic",1
"GO:0060061","Spemann organizer formation","BP",5,0,0.03,1,"","","classic",1
"GO:0060113","inner ear receptor cell differentiation","BP",29,0,0.17,1,"","","classic",1
"GO:0060114",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0060117","auditory receptor cell development","BP",10,0,0.06,1,"","","classic",1
"GO:0060118","vestibular receptor cell development","BP",5,0,0.03,1,"","","classic",1
"GO:0060119","inner ear receptor cell development","BP",26,0,0.15,1,"","","classic",1
"GO:0060122","inner ear receptor cell stereocilium organization","BP",9,0,0.05,1,"","","classic",1
"GO:0060173","limb development","BP",45,0,0.26,1,"","","classic",1
"GO:0060215","primitive hemopoiesis","BP",43,0,0.25,1,"","","classic",1
"GO:0060216","definitive hemopoiesis","BP",38,0,0.22,1,"","","classic",1
"GO:0060217","hemangioblast cell differentiation","BP",8,0,0.05,1,"","","classic",1
"GO:0060218","hematopoietic stem cell differentiation","BP",48,0,0.28,1,"","","classic",1
"GO:0060219","camera-type eye photoreceptor cell differentiation","BP",21,0,0.12,1,"","","classic",1
"GO:0060221","retinal rod cell differentiation","BP",9,0,0.05,1,"","","classic",1
"GO:0060232",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0060249","anatomical structure homeostasis","BP",42,0,0.24,1,"","","classic",1
"GO:0060284",NA,"BP",73,0,0.42,1,"","","classic",1
"GO:0060285","cilium-dependent cell motility","BP",18,0,0.1,1,"","","classic",1
"GO:0060287","epithelial cilium movement involved in determination of left/right asymmetry","BP",6,0,0.03,1,"","","classic",1
"GO:0060294","cilium movement involved in cell motility","BP",16,0,0.09,1,"","","classic",1
"GO:0060319","primitive erythrocyte differentiation","BP",15,0,0.09,1,"","","classic",1
"GO:0060323","head morphogenesis","BP",7,0,0.04,1,"","","classic",1
"GO:0060324","face development","BP",8,0,0.05,1,"","","classic",1
"GO:0060325","face morphogenesis","BP",6,0,0.03,1,"","","classic",1
"GO:0060341",NA,"BP",16,0,0.09,1,"","","classic",1
"GO:0060348","bone development","BP",31,0,0.18,1,"","","classic",1
"GO:0060349","bone morphogenesis","BP",21,0,0.12,1,"","","classic",1
"GO:0060350",NA,"BP",15,0,0.09,1,"","","classic",1
"GO:0060351","cartilage development involved in endochondral bone morphogenesis","BP",8,0,0.05,1,"","","classic",1
"GO:0060384",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0060415","muscle tissue morphogenesis","BP",19,0,0.11,1,"","","classic",1
"GO:0060419",NA,"BP",13,0,0.07,1,"","","classic",1
"GO:0060491","regulation of cell projection assembly","BP",16,0,0.09,1,"","","classic",1
"GO:0060536","cartilage morphogenesis","BP",18,0,0.1,1,"","","classic",1
"GO:0060537","muscle tissue development","BP",132,0,0.76,1,"","","classic",1
"GO:0060538","skeletal muscle organ development","BP",84,0,0.48,1,"","","classic",1
"GO:0060560",NA,"BP",99,0,0.57,1,"","","classic",1
"GO:0060561","apoptotic process involved in morphogenesis","BP",5,0,0.03,1,"","","classic",1
"GO:0060575","intestinal epithelial cell differentiation","BP",6,0,0.03,1,"","","classic",1
"GO:0060606",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0060612","adipose tissue development","BP",6,0,0.03,1,"","","classic",1
"GO:0060627",NA,"BP",27,0,0.16,1,"","","classic",1
"GO:0060632",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0060729","intestinal epithelial structure maintenance","BP",8,0,0.05,1,"","","classic",1
"GO:0060795",NA,"BP",19,0,0.11,1,"","","classic",1
"GO:0060828","regulation of canonical Wnt signaling pathway","BP",37,0,0.21,1,"","","classic",1
"GO:0060837","blood vessel endothelial cell differentiation","BP",6,0,0.03,1,"","","classic",1
"GO:0060840","artery development","BP",23,0,0.13,1,"","","classic",1
"GO:0060841","venous blood vessel development","BP",12,0,0.07,1,"","","classic",1
"GO:0060872","semicircular canal development","BP",16,0,0.09,1,"","","classic",1
"GO:0060914","heart formation","BP",26,0,0.15,1,"","","classic",1
"GO:0060973","cell migration involved in heart development","BP",21,0,0.12,1,"","","classic",1
"GO:0060974","cell migration involved in heart formation","BP",13,0,0.07,1,"","","classic",1
"GO:0060975","cardioblast migration to the midline involved in heart field formation","BP",11,0,0.06,1,"","","classic",1
"GO:0060993",NA,"BP",20,0,0.12,1,"","","classic",1
"GO:0061005",NA,"BP",26,0,0.15,1,"","","classic",1
"GO:0061009","common bile duct development","BP",10,0,0.06,1,"","","classic",1
"GO:0061013",NA,"BP",22,0,0.13,1,"","","classic",1
"GO:0061014","positive regulation of mRNA catabolic process","BP",11,0,0.06,1,"","","classic",1
"GO:0061025",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0061026","cardiac muscle tissue regeneration","BP",6,0,0.03,1,"","","classic",1
"GO:0061035","regulation of cartilage development","BP",11,0,0.06,1,"","","classic",1
"GO:0061041","regulation of wound healing","BP",9,0,0.05,1,"","","classic",1
"GO:0061053","somite development","BP",83,0,0.48,1,"","","classic",1
"GO:0061055","myotome development","BP",6,0,0.03,1,"","","classic",1
"GO:0061074","regulation of neural retina development","BP",6,0,0.03,1,"","","classic",1
"GO:0061138","morphogenesis of a branching epithelium","BP",13,0,0.07,1,"","","classic",1
"GO:0061154",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0061157","mRNA destabilization","BP",10,0,0.06,1,"","","classic",1
"GO:0061298","retina vasculature development in camera-type eye","BP",5,0,0.03,1,"","","classic",1
"GO:0061300","cerebellum vasculature development","BP",7,0,0.04,1,"","","classic",1
"GO:0061318",NA,"BP",20,0,0.12,1,"","","classic",1
"GO:0061326",NA,"BP",12,0,0.07,1,"","","classic",1
"GO:0061337","cardiac conduction","BP",9,0,0.05,1,"","","classic",1
"GO:0061351","neural precursor cell proliferation","BP",20,0,0.12,1,"","","classic",1
"GO:0061383",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0061384","heart trabecula morphogenesis","BP",8,0,0.05,1,"","","classic",1
"GO:0061386","closure of optic fissure","BP",18,0,0.1,1,"","","classic",1
"GO:0061387",NA,"BP",30,0,0.17,1,"","","classic",1
"GO:0061448",NA,"BP",105,0,0.6,1,"","","classic",1
"GO:0061458",NA,"BP",11,0,0.06,1,"","","classic",1
"GO:0061484","hematopoietic stem cell homeostasis","BP",6,0,0.03,1,"","","classic",1
"GO:0061515","myeloid cell development","BP",38,0,0.22,1,"","","classic",1
"GO:0061548",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0061572","actin filament bundle organization","BP",28,0,0.16,1,"","","classic",1
"GO:0061588","calcium activated phospholipid scrambling","BP",6,0,0.03,1,"","","classic",1
"GO:0061640","cytoskeleton-dependent cytokinesis","BP",20,0,0.12,1,"","","classic",1
"GO:0061817","endoplasmic reticulum-plasma membrane tethering","BP",5,0,0.03,1,"","","classic",1
"GO:0061966","establishment of left/right asymmetry","BP",5,0,0.03,1,"","","classic",1
"GO:0061982",NA,"BP",17,0,0.1,1,"","","classic",1
"GO:0062012",NA,"BP",17,0,0.1,1,"","","classic",1
"GO:0062197",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0062207",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0065002",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0065004",NA,"BP",50,0,0.29,1,"","","classic",1
"GO:0065009",NA,"BP",180,0,1.04,1,"","","classic",1
"GO:0070050","neuron cellular homeostasis","BP",7,0,0.04,1,"","","classic",1
"GO:0070085",NA,"BP",123,0,0.71,1,"","","classic",1
"GO:0070167",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0070189","kynurenine metabolic process","BP",7,0,0.04,1,"","","classic",1
"GO:0070192","chromosome organization involved in meiotic cell cycle","BP",9,0,0.05,1,"","","classic",1
"GO:0070193","synaptonemal complex organization","BP",5,0,0.03,1,"","","classic",1
"GO:0070201",NA,"BP",13,0,0.07,1,"","","classic",1
"GO:0070286","axonemal dynein complex assembly","BP",8,0,0.05,1,"","","classic",1
"GO:0070306","lens fiber cell differentiation","BP",13,0,0.07,1,"","","classic",1
"GO:0070307",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0070309","lens fiber cell morphogenesis","BP",5,0,0.03,1,"","","classic",1
