"GO.ID","Term_full","Ontology","Annotated","Significant","Expected","PValue","Gene_IDs","Gene_symbols","Algorithm","PValue_FDR"
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","BP",17,0,0.1,1,"","","classic",1
"GO:0006144","purine nucleobase metabolic process","BP",6,0,0.03,1,"","","classic",1
"GO:0006166","purine ribonucleoside salvage","BP",5,0,0.03,1,"","","classic",1
"GO:0006171","cAMP biosynthetic process","BP",12,0,0.07,1,"","","classic",1
"GO:0006182","cGMP biosynthetic process","BP",11,0,0.06,1,"","","classic",1
"GO:0006183","GTP biosynthetic process","BP",8,0,0.05,1,"","","classic",1
"GO:0006195",NA,"BP",38,0,0.22,1,"","","classic",1
"GO:0006206","pyrimidine nucleobase metabolic process","BP",6,0,0.03,1,"","","classic",1
"GO:0006207","'de novo' pyrimidine nucleobase biosynthetic process","BP",5,0,0.03,1,"","","classic",1
"GO:0006213","pyrimidine nucleoside metabolic process","BP",5,0,0.03,1,"","","classic",1
"GO:0006220","pyrimidine nucleotide metabolic process","BP",17,0,0.1,1,"","","classic",1
"GO:0006221","pyrimidine nucleotide biosynthetic process","BP",16,0,0.09,1,"","","classic",1
"GO:0006228","UTP biosynthetic process","BP",8,0,0.05,1,"","","classic",1
"GO:0006241","CTP biosynthetic process","BP",10,0,0.06,1,"","","classic",1
"GO:0006260","DNA replication","BP",63,0,0.36,1,"","","classic",1
"GO:0006261","DNA-templated DNA replication","BP",24,0,0.14,1,"","","classic",1
"GO:0006265","DNA topological change","BP",6,0,0.03,1,"","","classic",1
"GO:0006270","DNA replication initiation","BP",11,0,0.06,1,"","","classic",1
"GO:0006278",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0006282","regulation of DNA repair","BP",8,0,0.05,1,"","","classic",1
"GO:0006284","base-excision repair","BP",11,0,0.06,1,"","","classic",1
"GO:0006289","nucleotide-excision repair","BP",15,0,0.09,1,"","","classic",1
"GO:0006298","mismatch repair","BP",6,0,0.03,1,"","","classic",1
"GO:0006302","double-strand break repair","BP",30,0,0.17,1,"","","classic",1
"GO:0006303","double-strand break repair via nonhomologous end joining","BP",6,0,0.03,1,"","","classic",1
"GO:0006308","DNA catabolic process","BP",8,0,0.05,1,"","","classic",1
"GO:0006310","DNA recombination","BP",54,0,0.31,1,"","","classic",1
"GO:0006313","transposition, DNA-mediated","BP",13,0,0.07,1,"","","classic",1
"GO:0006325","chromatin organization","BP",95,0,0.55,1,"","","classic",1
"GO:0006334","nucleosome assembly","BP",36,0,0.21,1,"","","classic",1
"GO:0006338","chromatin remodeling","BP",83,0,0.48,1,"","","classic",1
"GO:0006352","DNA-templated transcription initiation","BP",38,0,0.22,1,"","","classic",1
"GO:0006354",NA,"BP",18,0,0.1,1,"","","classic",1
"GO:0006360","transcription by RNA polymerase I","BP",8,0,0.05,1,"","","classic",1
"GO:0006364","rRNA processing","BP",47,0,0.27,1,"","","classic",1
"GO:0006367","transcription initiation at RNA polymerase II promoter","BP",14,0,0.08,1,"","","classic",1
"GO:0006368","transcription elongation by RNA polymerase II promoter","BP",15,0,0.09,1,"","","classic",1
"GO:0006383","transcription by RNA polymerase III","BP",18,0,0.1,1,"","","classic",1
"GO:0006384","transcription initiation at RNA polymerase III promoter","BP",6,0,0.03,1,"","","classic",1
"GO:0006400","tRNA modification","BP",28,0,0.16,1,"","","classic",1
"GO:0006401","RNA catabolic process","BP",47,0,0.27,1,"","","classic",1
"GO:0006402","mRNA catabolic process","BP",41,0,0.24,1,"","","classic",1
"GO:0006403",NA,"BP",17,0,0.1,1,"","","classic",1
"GO:0006405",NA,"BP",13,0,0.07,1,"","","classic",1
"GO:0006406","mRNA export from nucleus","BP",11,0,0.06,1,"","","classic",1
"GO:0006412","translation","BP",247,0,1.42,1,"","","classic",1
"GO:0006413","translational initiation","BP",34,0,0.2,1,"","","classic",1
"GO:0006414","translational elongation","BP",19,0,0.11,1,"","","classic",1
"GO:0006415","translational termination","BP",9,0,0.05,1,"","","classic",1
"GO:0006417","regulation of translation","BP",34,0,0.2,1,"","","classic",1
"GO:0006418","tRNA aminoacylation for protein translation","BP",37,0,0.21,1,"","","classic",1
"GO:0006446","regulation of translational initiation","BP",9,0,0.05,1,"","","classic",1
"GO:0006448",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0006457","protein folding","BP",65,0,0.37,1,"","","classic",1
"GO:0006465","signal peptide processing","BP",5,0,0.03,1,"","","classic",1
"GO:0006469","negative regulation of protein kinase activity","BP",9,0,0.05,1,"","","classic",1
"GO:0006479","protein methylation","BP",16,0,0.09,1,"","","classic",1
"GO:0006486","protein glycosylation","BP",122,0,0.7,1,"","","classic",1
"GO:0006487","protein N-linked glycosylation","BP",17,0,0.1,1,"","","classic",1
"GO:0006488","dolichol-linked oligosaccharide biosynthetic process","BP",7,0,0.04,1,"","","classic",1
"GO:0006493","protein O-linked glycosylation","BP",9,0,0.05,1,"","","classic",1
"GO:0006497","protein lipidation","BP",11,0,0.06,1,"","","classic",1
"GO:0006505",NA,"BP",16,0,0.09,1,"","","classic",1
"GO:0006506","GPI anchor biosynthetic process","BP",16,0,0.09,1,"","","classic",1
"GO:0006518","peptide metabolic process","BP",6,0,0.03,1,"","","classic",1
"GO:0006525","arginine metabolic process","BP",7,0,0.04,1,"","","classic",1
"GO:0006544","glycine metabolic process","BP",9,0,0.05,1,"","","classic",1
"GO:0006545","glycine biosynthetic process","BP",5,0,0.03,1,"","","classic",1
"GO:0006555","methionine metabolic process","BP",10,0,0.06,1,"","","classic",1
"GO:0006560",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0006568",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0006569","tryptophan catabolic process","BP",7,0,0.04,1,"","","classic",1
"GO:0006575","cellular modified amino acid metabolic process","BP",44,0,0.25,1,"","","classic",1
"GO:0006576",NA,"BP",18,0,0.1,1,"","","classic",1
"GO:0006586",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0006595","polyamine metabolic process","BP",9,0,0.05,1,"","","classic",1
"GO:0006596","polyamine biosynthetic process","BP",5,0,0.03,1,"","","classic",1
"GO:0006599",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0006603",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0006605","protein targeting","BP",38,0,0.22,1,"","","classic",1
"GO:0006606","protein import into nucleus","BP",16,0,0.09,1,"","","classic",1
"GO:0006612",NA,"BP",13,0,0.07,1,"","","classic",1
"GO:0006613",NA,"BP",11,0,0.06,1,"","","classic",1
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","BP",11,0,0.06,1,"","","classic",1
"GO:0006623","protein targeting to vacuole","BP",5,0,0.03,1,"","","classic",1
"GO:0006626",NA,"BP",15,0,0.09,1,"","","classic",1
"GO:0006631","fatty acid metabolic process","BP",46,0,0.26,1,"","","classic",1
"GO:0006633","fatty acid biosynthetic process","BP",25,0,0.14,1,"","","classic",1
"GO:0006635","fatty acid beta-oxidation","BP",12,0,0.07,1,"","","classic",1
"GO:0006637","acyl-CoA metabolic process","BP",17,0,0.1,1,"","","classic",1
"GO:0006638",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0006639",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0006641",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0006643",NA,"BP",59,0,0.34,1,"","","classic",1
"GO:0006658","phosphatidylserine metabolic process","BP",5,0,0.03,1,"","","classic",1
"GO:0006664",NA,"BP",31,0,0.18,1,"","","classic",1
"GO:0006665","sphingolipid metabolic process","BP",37,0,0.21,1,"","","classic",1
"GO:0006672","ceramide metabolic process","BP",22,0,0.13,1,"","","classic",1
"GO:0006687","glycosphingolipid metabolic process","BP",9,0,0.05,1,"","","classic",1
"GO:0006690",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0006699","bile acid biosynthetic process","BP",6,0,0.03,1,"","","classic",1
"GO:0006720",NA,"BP",32,0,0.18,1,"","","classic",1
"GO:0006721",NA,"BP",22,0,0.13,1,"","","classic",1
"GO:0006739",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0006743",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0006744","ubiquinone biosynthetic process","BP",10,0,0.06,1,"","","classic",1
"GO:0006749","glutathione metabolic process","BP",14,0,0.08,1,"","","classic",1
"GO:0006751","glutathione catabolic process","BP",9,0,0.05,1,"","","classic",1
"GO:0006760",NA,"BP",9,0,0.05,1,"","","classic",1
"GO:0006766",NA,"BP",18,0,0.1,1,"","","classic",1
"GO:0006767",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0006775",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0006777","Mo-molybdopterin cofactor biosynthetic process","BP",6,0,0.03,1,"","","classic",1
"GO:0006783","heme biosynthetic process","BP",9,0,0.05,1,"","","classic",1
"GO:0006790",NA,"BP",74,0,0.43,1,"","","classic",1
"GO:0006801","superoxide metabolic process","BP",11,0,0.06,1,"","","classic",1
"GO:0006805","xenobiotic metabolic process","BP",8,0,0.05,1,"","","classic",1
"GO:0006809","nitric oxide biosynthetic process","BP",7,0,0.04,1,"","","classic",1
"GO:0006817","phosphate ion transport","BP",9,0,0.05,1,"","","classic",1
"GO:0006820","anion transport","BP",57,0,0.33,1,"","","classic",1
"GO:0006821","chloride transport","BP",37,0,0.21,1,"","","classic",1
"GO:0006826","iron ion transport","BP",17,0,0.1,1,"","","classic",1
"GO:0006836","neurotransmitter transport","BP",29,0,0.17,1,"","","classic",1
"GO:0006839","mitochondrial transport","BP",41,0,0.24,1,"","","classic",1
"GO:0006848",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0006851","mitochondrial calcium ion transmembrane transport","BP",9,0,0.05,1,"","","classic",1
"GO:0006858",NA,"BP",12,0,0.07,1,"","","classic",1
"GO:0006865","amino acid transport","BP",17,0,0.1,1,"","","classic",1
"GO:0006869","lipid transport","BP",133,0,0.77,1,"","","classic",1
"GO:0006879","cellular iron ion homeostasis","BP",14,0,0.08,1,"","","classic",1
"GO:0006885","regulation of pH","BP",16,0,0.09,1,"","","classic",1
"GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","BP",11,0,0.06,1,"","","classic",1
"GO:0006892","post-Golgi vesicle-mediated transport","BP",9,0,0.05,1,"","","classic",1
"GO:0006898","receptor-mediated endocytosis","BP",20,0,0.12,1,"","","classic",1
"GO:0006909","phagocytosis","BP",11,0,0.06,1,"","","classic",1
"GO:0006913","nucleocytoplasmic transport","BP",39,0,0.22,1,"","","classic",1
"GO:0006915","apoptotic process","BP",284,0,1.63,1,"","","classic",1
"GO:0006937","regulation of muscle contraction","BP",23,0,0.13,1,"","","classic",1
"GO:0006939","smooth muscle contraction","BP",16,0,0.09,1,"","","classic",1
"GO:0006940","regulation of smooth muscle contraction","BP",8,0,0.05,1,"","","classic",1
"GO:0006941","striated muscle contraction","BP",17,0,0.1,1,"","","classic",1
"GO:0006942",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0006949",NA,"BP",12,0,0.07,1,"","","classic",1
"GO:0006954","inflammatory response","BP",58,0,0.33,1,"","","classic",1
"GO:0006956","complement activation","BP",24,0,0.14,1,"","","classic",1
"GO:0006959","humoral immune response","BP",31,0,0.18,1,"","","classic",1
"GO:0006970","response to osmotic stress","BP",9,0,0.05,1,"","","classic",1
"GO:0006979","response to oxidative stress","BP",40,0,0.23,1,"","","classic",1
"GO:0006986","response to unfolded protein","BP",11,0,0.06,1,"","","classic",1
"GO:0006997","nucleus organization","BP",12,0,0.07,1,"","","classic",1
"GO:0007004","telomere maintenance via telomerase","BP",5,0,0.03,1,"","","classic",1
"GO:0007006",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0007007",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0007009","plasma membrane organization","BP",44,0,0.25,1,"","","classic",1
"GO:0007017","microtubule-based process","BP",304,0,1.75,1,"","","classic",1
"GO:0007018","microtubule-based movement","BP",148,0,0.85,1,"","","classic",1
"GO:0007020","microtubule nucleation","BP",7,0,0.04,1,"","","classic",1
"GO:0007029","endoplasmic reticulum organization","BP",18,0,0.1,1,"","","classic",1
"GO:0007030","Golgi organization","BP",8,0,0.05,1,"","","classic",1
"GO:0007033","vacuole organization","BP",20,0,0.12,1,"","","classic",1
"GO:0007034","vacuolar transport","BP",23,0,0.13,1,"","","classic",1
"GO:0007040","lysosome organization","BP",7,0,0.04,1,"","","classic",1
"GO:0007041","lysosomal transport","BP",5,0,0.03,1,"","","classic",1
"GO:0007043","cell-cell junction assembly","BP",15,0,0.09,1,"","","classic",1
"GO:0007051","spindle organization","BP",31,0,0.18,1,"","","classic",1
"GO:0007052","mitotic spindle organization","BP",15,0,0.09,1,"","","classic",1
"GO:0007059","chromosome segregation","BP",57,0,0.33,1,"","","classic",1
"GO:0007062","sister chromatid cohesion","BP",15,0,0.09,1,"","","classic",1
"GO:0007064","mitotic sister chromatid cohesion","BP",10,0,0.06,1,"","","classic",1
"GO:0007088","regulation of mitotic nuclear division","BP",19,0,0.11,1,"","","classic",1
"GO:0007091",NA,"BP",13,0,0.07,1,"","","classic",1
"GO:0007094","mitotic spindle assembly checkpoint signaling","BP",11,0,0.06,1,"","","classic",1
"GO:0007098","centrosome cycle","BP",15,0,0.09,1,"","","classic",1
"GO:0007099","centriole replication","BP",8,0,0.05,1,"","","classic",1
"GO:0007127","meiosis I","BP",13,0,0.07,1,"","","classic",1
"GO:0007129","homologous chromosome pairing at meiosis","BP",7,0,0.04,1,"","","classic",1
"GO:0007130","synaptonemal complex assembly","BP",5,0,0.03,1,"","","classic",1
"GO:0007131","reciprocal meiotic recombination","BP",6,0,0.03,1,"","","classic",1
"GO:0007159",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0007160","cell-matrix adhesion","BP",35,0,0.2,1,"","","classic",1
"GO:0007162",NA,"BP",17,0,0.1,1,"","","classic",1
"GO:0007164",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","BP",95,0,0.55,1,"","","classic",1
"GO:0007179","transforming growth factor beta receptor signaling pathway","BP",25,0,0.14,1,"","","classic",1
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP",12,0,0.07,1,"","","classic",1
"GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","BP",7,0,0.04,1,"","","classic",1
"GO:0007194","negative regulation of adenylate cyclase activity","BP",9,0,0.05,1,"","","classic",1
"GO:0007195","adenylate cyclase-inhibiting dopamine receptor signaling pathway","BP",5,0,0.03,1,"","","classic",1
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","BP",6,0,0.03,1,"","","classic",1
"GO:0007212","dopamine receptor signaling pathway","BP",8,0,0.05,1,"","","classic",1
"GO:0007214","gamma-aminobutyric acid signaling pathway","BP",9,0,0.05,1,"","","classic",1
"GO:0007215",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0007216","G protein-coupled glutamate receptor signaling pathway","BP",6,0,0.03,1,"","","classic",1
"GO:0007218","neuropeptide signaling pathway","BP",15,0,0.09,1,"","","classic",1
"GO:0007223","Wnt signaling pathway, calcium modulating pathway","BP",5,0,0.03,1,"","","classic",1
"GO:0007224","smoothened signaling pathway","BP",37,0,0.21,1,"","","classic",1
"GO:0007229","integrin-mediated signaling pathway","BP",16,0,0.09,1,"","","classic",1
"GO:0007249","I-kappaB kinase/NF-kappaB signaling","BP",16,0,0.09,1,"","","classic",1
"GO:0007254","JNK cascade","BP",9,0,0.05,1,"","","classic",1
"GO:0007259","receptor signaling pathway via JAK-STAT","BP",6,0,0.03,1,"","","classic",1
"GO:0007265","Ras protein signal transduction","BP",14,0,0.08,1,"","","classic",1
"GO:0007266","Rho protein signal transduction","BP",25,0,0.14,1,"","","classic",1
"GO:0007267","cell-cell signaling","BP",118,0,0.68,1,"","","classic",1
"GO:0007268","chemical synaptic transmission","BP",80,0,0.46,1,"","","classic",1
"GO:0007269","neurotransmitter secretion","BP",19,0,0.11,1,"","","classic",1
"GO:0007271","synaptic transmission, cholinergic","BP",5,0,0.03,1,"","","classic",1
"GO:0007272",NA,"BP",34,0,0.2,1,"","","classic",1
"GO:0007276","gamete generation","BP",73,0,0.42,1,"","","classic",1
"GO:0007281","germ cell development","BP",41,0,0.24,1,"","","classic",1
"GO:0007283","spermatogenesis","BP",27,0,0.16,1,"","","classic",1
"GO:0007286","spermatid development","BP",8,0,0.05,1,"","","classic",1
"GO:0007292","female gamete generation","BP",32,0,0.18,1,"","","classic",1
"GO:0007338",NA,"BP",23,0,0.13,1,"","","classic",1
"GO:0007339","binding of sperm to zona pellucida","BP",12,0,0.07,1,"","","classic",1
"GO:0007343","egg activation","BP",5,0,0.03,1,"","","classic",1
"GO:0007350",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0007351",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0007369","gastrulation","BP",182,0,1.05,1,"","","classic",1
"GO:0007379",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0007398","ectoderm development","BP",5,0,0.03,1,"","","classic",1
"GO:0007413","axonal fasciculation","BP",8,0,0.05,1,"","","classic",1
"GO:0007416","synapse assembly","BP",23,0,0.13,1,"","","classic",1
"GO:0007418","ventral midline development","BP",7,0,0.04,1,"","","classic",1
"GO:0007422","peripheral nervous system development","BP",39,0,0.22,1,"","","classic",1
"GO:0007501",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0007519","skeletal muscle tissue development","BP",76,0,0.44,1,"","","classic",1
"GO:0007520","myoblast fusion","BP",11,0,0.06,1,"","","classic",1
"GO:0007525","somatic muscle development","BP",5,0,0.03,1,"","","classic",1
"GO:0007528","neuromuscular junction development","BP",15,0,0.09,1,"","","classic",1
"GO:0007530","sex determination","BP",5,0,0.03,1,"","","classic",1
"GO:0007548","sex differentiation","BP",14,0,0.08,1,"","","classic",1
"GO:0007586","digestion","BP",22,0,0.13,1,"","","classic",1
"GO:0007601","visual perception","BP",88,0,0.51,1,"","","classic",1
"GO:0007602","phototransduction","BP",21,0,0.12,1,"","","classic",1
"GO:0007605","sensory perception of sound","BP",36,0,0.21,1,"","","classic",1
"GO:0007611",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0007612",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0007631","feeding behavior","BP",13,0,0.07,1,"","","classic",1
"GO:0007632","visual behavior","BP",19,0,0.11,1,"","","classic",1
"GO:0007634","optokinetic behavior","BP",17,0,0.1,1,"","","classic",1
"GO:0008015","blood circulation","BP",144,0,0.83,1,"","","classic",1
"GO:0008016","regulation of heart contraction","BP",43,0,0.25,1,"","","classic",1
"GO:0008037",NA,"BP",28,0,0.16,1,"","","classic",1
"GO:0008038",NA,"BP",16,0,0.09,1,"","","classic",1
"GO:0008045","motor neuron axon guidance","BP",19,0,0.11,1,"","","classic",1
"GO:0008053","mitochondrial fusion","BP",6,0,0.03,1,"","","classic",1
"GO:0008063","Toll signaling pathway","BP",6,0,0.03,1,"","","classic",1
"GO:0008078","mesodermal cell migration","BP",9,0,0.05,1,"","","classic",1
"GO:0008088",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0008203","cholesterol metabolic process","BP",9,0,0.05,1,"","","classic",1
"GO:0008206",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0008213",NA,"BP",16,0,0.09,1,"","","classic",1
"GO:0008217","regulation of blood pressure","BP",21,0,0.12,1,"","","classic",1
"GO:0008219","cell death","BP",288,0,1.66,1,"","","classic",1
"GO:0008277","regulation of G protein-coupled receptor signaling pathway","BP",12,0,0.07,1,"","","classic",1
"GO:0008283","cell population proliferation","BP",169,0,0.97,1,"","","classic",1
"GO:0008284","positive regulation of cell population proliferation","BP",19,0,0.11,1,"","","classic",1
"GO:0008285","negative regulation of cell population proliferation","BP",31,0,0.18,1,"","","classic",1
"GO:0008286","insulin receptor signaling pathway","BP",12,0,0.07,1,"","","classic",1
"GO:0008299","isoprenoid biosynthetic process","BP",17,0,0.1,1,"","","classic",1
"GO:0008343","adult feeding behavior","BP",6,0,0.03,1,"","","classic",1
"GO:0008345","larval locomotory behavior","BP",9,0,0.05,1,"","","classic",1
"GO:0008354","germ cell migration","BP",9,0,0.05,1,"","","classic",1
"GO:0008360","regulation of cell shape","BP",12,0,0.07,1,"","","classic",1
"GO:0008361","regulation of cell size","BP",36,0,0.21,1,"","","classic",1
"GO:0008366",NA,"BP",34,0,0.2,1,"","","classic",1
"GO:0008406","gonad development","BP",10,0,0.06,1,"","","classic",1
"GO:0008535","respiratory chain complex IV assembly","BP",7,0,0.04,1,"","","classic",1
"GO:0008543","fibroblast growth factor receptor signaling pathway","BP",44,0,0.25,1,"","","classic",1
"GO:0008585","female gonad development","BP",6,0,0.03,1,"","","classic",1
"GO:0008589","regulation of smoothened signaling pathway","BP",21,0,0.12,1,"","","classic",1
"GO:0008592","regulation of Toll signaling pathway","BP",5,0,0.03,1,"","","classic",1
"GO:0008593","regulation of Notch signaling pathway","BP",23,0,0.13,1,"","","classic",1
"GO:0008595","anterior/posterior axis specification, embryo","BP",5,0,0.03,1,"","","classic",1
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","BP",10,0,0.06,1,"","","classic",1
"GO:0008643","carbohydrate transport","BP",21,0,0.12,1,"","","classic",1
"GO:0008645","hexose transmembrane transport","BP",5,0,0.03,1,"","","classic",1
"GO:0009060",NA,"BP",55,0,0.32,1,"","","classic",1
"GO:0009062","fatty acid catabolic process","BP",15,0,0.09,1,"","","classic",1
"GO:0009063","cellular amino acid catabolic process","BP",27,0,0.16,1,"","","classic",1
"GO:0009065",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0009066",NA,"BP",14,0,0.08,1,"","","classic",1
"GO:0009067",NA,"BP",11,0,0.06,1,"","","classic",1
"GO:0009069",NA,"BP",12,0,0.07,1,"","","classic",1
"GO:0009070",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0009072","aromatic amino acid family metabolic process","BP",23,0,0.13,1,"","","classic",1
"GO:0009074",NA,"BP",12,0,0.07,1,"","","classic",1
"GO:0009081","branched-chain amino acid metabolic process","BP",5,0,0.03,1,"","","classic",1
"GO:0009086","methionine biosynthetic process","BP",8,0,0.05,1,"","","classic",1
"GO:0009100",NA,"BP",138,0,0.79,1,"","","classic",1
"GO:0009101",NA,"BP",133,0,0.77,1,"","","classic",1
"GO:0009110",NA,"BP",6,0,0.03,1,"","","classic",1
"GO:0009112",NA,"BP",12,0,0.07,1,"","","classic",1
"GO:0009116","nucleoside metabolic process","BP",21,0,0.12,1,"","","classic",1
"GO:0009119",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0009132",NA,"BP",37,0,0.21,1,"","","classic",1
"GO:0009134",NA,"BP",35,0,0.2,1,"","","classic",1
"GO:0009135",NA,"BP",35,0,0.2,1,"","","classic",1
"GO:0009137",NA,"BP",35,0,0.2,1,"","","classic",1
"GO:0009147",NA,"BP",11,0,0.06,1,"","","classic",1
"GO:0009148",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0009154",NA,"BP",37,0,0.21,1,"","","classic",1
"GO:0009163",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0009164",NA,"BP",5,0,0.03,1,"","","classic",1
"GO:0009166","nucleotide catabolic process","BP",46,0,0.26,1,"","","classic",1
"GO:0009179",NA,"BP",35,0,0.2,1,"","","classic",1
"GO:0009181",NA,"BP",35,0,0.2,1,"","","classic",1
"GO:0009185",NA,"BP",36,0,0.21,1,"","","classic",1
"GO:0009187",NA,"BP",36,0,0.21,1,"","","classic",1
"GO:0009190","cyclic nucleotide biosynthetic process","BP",34,0,0.2,1,"","","classic",1
"GO:0009191",NA,"BP",35,0,0.2,1,"","","classic",1
"GO:0009208",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0009209",NA,"BP",10,0,0.06,1,"","","classic",1
"GO:0009218",NA,"BP",12,0,0.07,1,"","","classic",1
"GO:0009220",NA,"BP",12,0,0.07,1,"","","classic",1
"GO:0009225",NA,"BP",9,0,0.05,1,"","","classic",1
"GO:0009226","nucleotide-sugar biosynthetic process","BP",5,0,0.03,1,"","","classic",1
"GO:0009247","glycolipid biosynthetic process","BP",23,0,0.13,1,"","","classic",1
"GO:0009250",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0009261",NA,"BP",37,0,0.21,1,"","","classic",1
"GO:0009262",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0009263","deoxyribonucleotide biosynthetic process","BP",5,0,0.03,1,"","","classic",1
"GO:0009266","response to temperature stimulus","BP",27,0,0.16,1,"","","classic",1
"GO:0009267","cellular response to starvation","BP",6,0,0.03,1,"","","classic",1
"GO:0009306","protein secretion","BP",17,0,0.1,1,"","","classic",1
"GO:0009308","amine metabolic process","BP",21,0,0.12,1,"","","classic",1
"GO:0009309",NA,"BP",7,0,0.04,1,"","","classic",1
"GO:0009395","phospholipid catabolic process","BP",13,0,0.07,1,"","","classic",1
"GO:0009396","folic acid-containing compound biosynthetic process","BP",6,0,0.03,1,"","","classic",1
"GO:0009408","response to heat","BP",13,0,0.07,1,"","","classic",1
"GO:0009409","response to cold","BP",8,0,0.05,1,"","","classic",1
"GO:0009410","response to xenobiotic stimulus","BP",26,0,0.15,1,"","","classic",1
"GO:0009411","response to UV","BP",5,0,0.03,1,"","","classic",1
"GO:0009416","response to light stimulus","BP",76,0,0.44,1,"","","classic",1
"GO:0009448","gamma-aminobutyric acid metabolic process","BP",5,0,0.03,1,"","","classic",1
"GO:0009451","RNA modification","BP",67,0,0.39,1,"","","classic",1
"GO:0009452","7-methylguanosine RNA capping","BP",5,0,0.03,1,"","","classic",1
"GO:0009566",NA,"BP",23,0,0.13,1,"","","classic",1
"GO:0009581",NA,"BP",43,0,0.25,1,"","","classic",1
"GO:0009582",NA,"BP",43,0,0.25,1,"","","classic",1
"GO:0009583","detection of light stimulus","BP",30,0,0.17,1,"","","classic",1
"GO:0009612","response to mechanical stimulus","BP",27,0,0.16,1,"","","classic",1
"GO:0009620",NA,"BP",21,0,0.12,1,"","","classic",1
"GO:0009636","response to toxic substance","BP",11,0,0.06,1,"","","classic",1
"GO:0009648","photoperiodism","BP",8,0,0.05,1,"","","classic",1
"GO:0009651","response to salt stress","BP",7,0,0.04,1,"","","classic",1
"GO:0009743",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0009746",NA,"BP",8,0,0.05,1,"","","classic",1
"GO:0009749","response to glucose","BP",8,0,0.05,1,"","","classic",1
"GO:0009755","hormone-mediated signaling pathway","BP",26,0,0.15,1,"","","classic",1
"GO:0009792","embryo development ending in birth or egg hatching","BP",322,0,1.85,1,"","","classic",1
"GO:0009798",NA,"BP",33,0,0.19,1,"","","classic",1
"GO:0009826","unidimensional cell growth","BP",6,0,0.03,1,"","","classic",1
"GO:0009880","embryonic pattern specification","BP",26,0,0.15,1,"","","classic",1
"GO:0009891",NA,"BP",149,0,0.86,1,"","","classic",1
"GO:0009893",NA,"BP",190,0,1.09,1,"","","classic",1
"GO:0009894",NA,"BP",65,0,0.37,1,"","","classic",1
"GO:0009896",NA,"BP",23,0,0.13,1,"","","classic",1
"GO:0009913","epidermal cell differentiation","BP",47,0,0.27,1,"","","classic",1
"GO:0009914",NA,"BP",18,0,0.1,1,"","","classic",1
"GO:0009948","anterior/posterior axis specification","BP",16,0,0.09,1,"","","classic",1
"GO:0009950","dorsal/ventral axis specification","BP",9,0,0.05,1,"","","classic",1
"GO:0009952","anterior/posterior pattern specification","BP",112,0,0.64,1,"","","classic",1
"GO:0009966","regulation of signal transduction","BP",410,0,2.36,1,"","","classic",1
