"Ontology","GO.ID","Term_full","P_weight01","Significant","Annotated","Expected","Gene_symbols","P_classic","FDR_classic"
"BP","GO:0008544",NA,NA,NA,NA,NA,NA,0.301497660155322,1
"BP","GO:0110053",NA,NA,NA,NA,NA,NA,0.301497660155322,1
"BP","GO:0170039",NA,NA,NA,NA,NA,NA,0.301497660155322,1
"BP","GO:0009144",NA,NA,NA,NA,NA,NA,0.305539430322832,1
"BP","GO:0009205",NA,NA,NA,NA,NA,NA,0.305539430322832,1
"BP","GO:0006996",NA,NA,NA,NA,NA,NA,0.306056770533134,1
"BP","GO:0007626",NA,NA,NA,NA,NA,NA,0.309558160515298,1
"BP","GO:0048565",NA,NA,NA,NA,NA,NA,0.309558160515298,1
"BP","GO:0055082",NA,NA,NA,NA,NA,NA,0.309558160515298,1
"BP","GO:0009199",NA,NA,NA,NA,NA,NA,0.313553980092517,1
"BP","GO:0006897",NA,NA,NA,NA,NA,NA,0.3175270176991,1
"BP","GO:0051656",NA,NA,NA,NA,NA,NA,0.3175270176991,1
"BP","GO:1902903",NA,NA,NA,NA,NA,NA,0.3175270176991,1
"BP","GO:0008654",NA,NA,NA,NA,NA,NA,0.321477401268358,1
"BP","GO:0009141",NA,NA,NA,NA,NA,NA,0.321477401268358,1
"BP","GO:0045087",NA,NA,NA,NA,NA,NA,0.321477401268358,1
"BP","GO:0098657",NA,NA,NA,NA,NA,NA,0.321477401268358,1
"BP","GO:0140546",NA,NA,NA,NA,NA,NA,0.321477401268358,1
"BP","GO:0009719",NA,NA,NA,NA,NA,NA,0.326603184800535,1
"BP","GO:0061061",NA,NA,NA,NA,NA,NA,0.328719425316732,1
"BP","GO:0033365",NA,NA,NA,NA,NA,NA,0.329310714494877,1
"BP","GO:0007166",NA,NA,NA,NA,NA,NA,0.332832133528373,1
"BP","GO:0098609",NA,NA,NA,NA,NA,NA,0.332946870830337,1
"BP","GO:0008154",NA,NA,NA,NA,NA,NA,0.333193896497024,1
"BP","GO:1901605",NA,NA,NA,NA,NA,NA,0.333193896497024,1
"BP","GO:0006355",NA,NA,NA,NA,NA,NA,0.334216787770486,1
"BP","GO:2001141",NA,NA,NA,NA,NA,NA,0.33510562809163,1
"BP","GO:0021953",NA,NA,NA,NA,NA,NA,0.337054929159258,1
"BP","GO:0007219",NA,NA,NA,NA,NA,NA,0.340893936916071,1
"BP","GO:0098771",NA,NA,NA,NA,NA,NA,0.340893936916071,1
"BP","GO:0031032",NA,NA,NA,NA,NA,NA,0.344711043513583,1
"BP","GO:0006810",NA,NA,NA,NA,NA,NA,0.344962819139971,1
"BP","GO:0032956",NA,NA,NA,NA,NA,NA,0.348506372013289,1
"BP","GO:0032970",NA,NA,NA,NA,NA,NA,0.348506372013289,1
"BP","GO:0080090",NA,NA,NA,NA,NA,NA,0.352650786675765,1
"BP","GO:0002244",NA,NA,NA,NA,NA,NA,0.356032183564474,1
"BP","GO:0045165",NA,NA,NA,NA,NA,NA,0.356032183564474,1
"BP","GO:0046394",NA,NA,NA,NA,NA,NA,0.356032183564474,1
"BP","GO:0016070",NA,NA,NA,NA,NA,NA,0.357240784738848,1
"BP","GO:0006935",NA,NA,NA,NA,NA,NA,0.359762909349271,1
"BP","GO:0016053",NA,NA,NA,NA,NA,NA,0.359762909349271,1
"BP","GO:0042330",NA,NA,NA,NA,NA,NA,0.359762909349271,1
"BP","GO:0097435",NA,NA,NA,NA,NA,NA,0.366480989821928,1
"BP","GO:0051640",NA,NA,NA,NA,NA,NA,0.367160602741319,1
"BP","GO:0051252",NA,NA,NA,NA,NA,NA,0.367365023683783,1
"BP","GO:0051649",NA,NA,NA,NA,NA,NA,0.370029133245729,1
"BP","GO:0051234",NA,NA,NA,NA,NA,NA,0.370765989936861,1
"BP","GO:0009953",NA,NA,NA,NA,NA,NA,0.370827809073816,1
"BP","GO:0010467",NA,NA,NA,NA,NA,NA,0.381592814727468,1
"BP","GO:0009314",NA,NA,NA,NA,NA,NA,0.381704285130801,1
"BP","GO:0046488",NA,NA,NA,NA,NA,NA,0.381704285130801,1
